idade,renda_anual,situacao_moradia,tempo_emprego_anos,motivo_emprestimo,nota_risco,valor_emprestimo,taxa_juros,inadimplencia,comprometimento_renda%,historico_inadimplencia,anos_historico_credito,renda_mensal,faixa_etaria
23,84000,Própria,7,Educação,A,17500,8.9,Não Inadimplente,0.21,N,3,7000,Até 25 anos
23,84000,Financiada,7,Educação,A,16000,6.03,Não Inadimplente,0.19,N,2,7000,Até 25 anos
25,84000,Financiada,9,Saúde,C,20000,15.27,Não Inadimplente,0.24,N,3,7000,Até 25 anos
26,84000,Financiada,10,Pessoal,B,7500,12.69,Não Inadimplente,0.09,N,3,7000,26-35 anos
24,26400,Aluguel,7,Saúde,A,3000,9.83738138593829,Não Inadimplente,0.11,N,2,2200,Até 25 anos
22,84000,Financiada,6,Pessoal,B,3900,11.71,Não Inadimplente,0.05,N,4,7000,Até 25 anos
25,26500,Aluguel,1,Saúde,B,3000,10.62,Não Inadimplente,0.11,N,3,2208,Até 25 anos
23,26880,Aluguel,6,Consolidação de Dividas,C,3000,12.23,Não Inadimplente,0.11,S,2,2240,Até 25 anos
23,84000,Financiada,5,Pessoal,A,4200,5.42,Não Inadimplente,0.05,N,4,7000,Até 25 anos
24,27000,Aluguel,0,Empreendimento,B,3000,11.14,Não Inadimplente,0.11,N,2,2250,Até 25 anos
25,84000,Financiada,9,Empreendimento,B,5000,10.99,Não Inadimplente,0.06,N,2,7000,Até 25 anos
21,27600,Aluguel,2,Educação,B,3000,11.49,Não Inadimplente,0.11,N,4,2300,Até 25 anos
21,84000,Financiada,5,Educação,B,2500,9.99,Não Inadimplente,0.03,N,4,7000,Até 25 anos
25,84000,Financiada,7,Saúde,B,6500,10.99,Não Inadimplente,0.08,N,3,7000,Até 25 anos
23,84000,Financiada,0,Pessoal,A,28000,8.49,Não Inadimplente,0.33,N,4,7000,Até 25 anos
22,27996,Aluguel,4,Saúde,A,3000,9.83738138593829,Não Inadimplente,0.11,N,2,2333,Até 25 anos
22,28000,Aluguel,4,Educação,B,3000,10.59,Não Inadimplente,0.11,N,3,2333,Até 25 anos
24,28000,Aluguel,4,Saúde,B,3000,10.25,Não Inadimplente,0.11,N,3,2333,Até 25 anos
23,28000,Aluguel,0,Consolidação de Dividas,B,3000,10.25,Não Inadimplente,0.11,N,4,2333,Até 25 anos
23,84000,Financiada,7,Educação,B,23000,11.99,Não Inadimplente,0.27,N,2,7000,Até 25 anos
24,84000,Financiada,8,Educação,B,18000,9.99,Não Inadimplente,0.21,N,2,7000,Até 25 anos
22,84000,Financiada,6,Pessoal,B,12000,11.99,Não Inadimplente,0.14,N,3,7000,Até 25 anos
25,28800,Aluguel,2,Consolidação de Dividas,B,3000,12.42,Não Inadimplente,0.1,N,2,2400,Até 25 anos
22,84000,Financiada,7,Consolidação de Dividas,A,2825,5.99,Não Inadimplente,0.03,N,4,7000,Até 25 anos
22,84000,Financiada,5,Pessoal,A,10000,9.83738138593829,Não Inadimplente,0.12,N,2,7000,Até 25 anos
26,84000,Financiada,5,Educação,C,21000,13.49,Não Inadimplente,0.25,S,2,7000,26-35 anos
25,28800,Aluguel,2,Empreendimento,B,3000,11.12,Não Inadimplente,0.1,N,3,2400,Até 25 anos
23,84000,Financiada,4,Consolidação de Dividas,A,7000,6.92,Não Inadimplente,0.08,N,2,7000,Até 25 anos
25,29000,Aluguel,0,Reforma,F,3000,20.25,Inadimplente,0.1,S,2,2417,Até 25 anos
22,84000,Financiada,6,Consolidação de Dividas,A,7200,5.79,Não Inadimplente,0.09,N,2,7000,Até 25 anos
22,84000,Financiada,6,Consolidação de Dividas,C,23000,12.68,Não Inadimplente,0.27,N,4,7000,Até 25 anos
23,30000,Aluguel,7,Consolidação de Dividas,B,3000,12.69,Inadimplente,0.1,N,4,2500,Até 25 anos
25,30000,Aluguel,9,Pessoal,B,3000,11.71,Não Inadimplente,0.1,N,3,2500,Até 25 anos
26,30000,Aluguel,1,Consolidação de Dividas,C,3000,13.49,Não Inadimplente,0.1,N,4,2500,26-35 anos
25,84000,Financiada,9,Consolidação de Dividas,B,4200,9.25,Não Inadimplente,0.05,N,4,7000,Até 25 anos
24,84000,Financiada,8,Reforma,A,8000,7.51,Não Inadimplente,0.1,N,2,7000,Até 25 anos
22,84000,Financiada,3,Educação,A,8000,7.88,Não Inadimplente,0.1,N,4,7000,Até 25 anos
26,62000,Aluguel,10,Empreendimento,B,12000,12.69,Não Inadimplente,0.19,N,3,5167,26-35 anos
22,84000,Financiada,3,Educação,B,10000,10.38,Não Inadimplente,0.12,N,3,7000,Até 25 anos
22,84000,Financiada,0,Saúde,A,10000,7.88,Não Inadimplente,0.12,N,3,7000,Até 25 anos
25,84000,Financiada,8,Empreendimento,B,6000,10.62,Não Inadimplente,0.07,N,4,7000,Até 25 anos
25,66300,Financiada,9,Saúde,A,1700,6.76,Inadimplente,0.02,N,4,5525,Até 25 anos
23,62000,Aluguel,8,Consolidação de Dividas,A,12000,5.79,Não Inadimplente,0.19,N,2,5167,Até 25 anos
23,84000,Financiada,7,Pessoal,B,25000,10.25,Não Inadimplente,0.3,N,2,7000,Até 25 anos
25,84000,Financiada,4,Consolidação de Dividas,A,15000,7.88,Não Inadimplente,0.18,N,4,7000,Até 25 anos
25,62204,Aluguel,3,Empreendimento,D,12000,14.11,Não Inadimplente,0.19,S,2,5184,Até 25 anos
25,84000,Financiada,8,Pessoal,B,8500,11.83,Não Inadimplente,0.1,N,3,7000,Até 25 anos
25,62300,Aluguel,9,Saúde,A,12000,7.9,Não Inadimplente,0.19,N,4,5192,Até 25 anos
23,84000,Financiada,7,Empreendimento,B,25000,12.53,Não Inadimplente,0.3,N,2,7000,Até 25 anos
24,78000,Financiada,0,Pessoal,B,15000,12.118277554663097,Inadimplente,0.19,N,2,6500,Até 25 anos
21,84000,Financiada,5,Consolidação de Dividas,B,10000,12.53,Não Inadimplente,0.12,N,4,7000,Até 25 anos
24,84000,Própria,5,Pessoal,B,20000,11.83,Não Inadimplente,0.24,N,3,7000,Até 25 anos
23,78000,Financiada,1,Empreendimento,C,8000,12.87,Inadimplente,0.1,N,2,6500,Até 25 anos
23,62400,Aluguel,0,Pessoal,A,12000,7.29,Não Inadimplente,0.19,N,4,5200,Até 25 anos
23,62400,Aluguel,0,Empreendimento,A,12000,6.91,Não Inadimplente,0.19,N,3,5200,Até 25 anos
26,84000,Financiada,10,Consolidação de Dividas,A,3000,9.63,Não Inadimplente,0.04,N,3,7000,26-35 anos
26,84000,Financiada,6,Reforma,C,2150,13.47,Não Inadimplente,0.03,N,2,7000,26-35 anos
24,84000,Financiada,9,Empreendimento,B,25000,11.26,Não Inadimplente,0.3,N,4,7000,Até 25 anos
26,62500,Aluguel,7,Empreendimento,C,12000,12.23,Não Inadimplente,0.19,N,4,5208,26-35 anos
22,84000,Financiada,6,Consolidação de Dividas,A,7500,8.63,Não Inadimplente,0.09,N,2,7000,Até 25 anos
24,63000,Aluguel,8,Empreendimento,B,12000,10.65,Não Inadimplente,0.19,N,3,5250,Até 25 anos
23,84000,Financiada,2,Educação,D,20000,12.61,Não Inadimplente,0.24,S,2,7000,Até 25 anos
26,84000,Financiada,10,Pessoal,B,4925,9.96,Não Inadimplente,0.06,N,3,7000,26-35 anos
25,63000,Aluguel,1,Consolidação de Dividas,C,12000,14.26,Não Inadimplente,0.19,N,3,5250,Até 25 anos
26,84191,Financiada,5,Saúde,A,9000,6.62,Não Inadimplente,0.11,N,4,7016,26-35 anos
23,63250,Aluguel,1,Educação,B,12000,9.83738138593829,Não Inadimplente,0.19,N,2,5271,Até 25 anos
21,84400,Própria,2,Empreendimento,A,12000,8.94,Não Inadimplente,0.14,N,3,7033,Até 25 anos
21,63996,Aluguel,6,Empreendimento,C,12000,13.79,Não Inadimplente,0.19,N,4,5333,Até 25 anos
22,58000,Aluguel,3,Saúde,B,12000,12.118277554663097,Inadimplente,0.21,N,3,4833,Até 25 anos
23,84500,Financiada,3,Empreendimento,A,10000,7.51,Não Inadimplente,0.12,N,4,7042,Até 25 anos
24,38000,Própria,2,Reforma,C,5000,12.53,Não Inadimplente,0.13,N,3,3167,Até 25 anos
23,64000,Aluguel,0,Pessoal,C,12000,13.16,Não Inadimplente,0.19,N,2,5333,Até 25 anos
23,84554,Financiada,3,Consolidação de Dividas,A,3600,6.03,Não Inadimplente,0.04,N,2,7046,Até 25 anos
22,84600,Financiada,4,Pessoal,A,6000,9.83738138593829,Não Inadimplente,0.07,N,4,7050,Até 25 anos
26,64404,Aluguel,3,Educação,B,12000,11.89,Não Inadimplente,0.19,N,2,5367,26-35 anos
22,78700,Financiada,6,Consolidação de Dividas,A,7000,7.68,Inadimplente,0.09,N,3,6558,Até 25 anos
26,64500,Aluguel,1,Consolidação de Dividas,B,12000,10.99,Não Inadimplente,0.19,N,4,5375,26-35 anos
24,64575,Aluguel,2,Pessoal,A,12000,7.29,Não Inadimplente,0.19,N,4,5381,Até 25 anos
24,65000,Aluguel,5,Consolidação de Dividas,A,12000,8.9,Não Inadimplente,0.18,N,2,5417,Até 25 anos
21,65000,Aluguel,0,Consolidação de Dividas,B,12000,11.71,Não Inadimplente,0.18,N,4,5417,Até 25 anos
24,38000,Própria,6,Saúde,B,1000,10.08,Não Inadimplente,0.03,N,4,3167,Até 25 anos
26,84996,Financiada,6,Educação,C,1500,12.23,Não Inadimplente,0.02,N,4,7083,26-35 anos
24,84996,Própria,4,Pessoal,D,8000,15.57,Não Inadimplente,0.09,S,2,7083,Até 25 anos
23,84996,Financiada,5,Pessoal,A,14000,9.83738138593829,Não Inadimplente,0.16,N,3,7083,Até 25 anos
23,84996,Financiada,0,Educação,C,16750,14.35,Não Inadimplente,0.2,N,2,7083,Até 25 anos
24,59000,Aluguel,5,Saúde,D,12000,15.28,Inadimplente,0.2,S,2,4917,Até 25 anos
26,65000,Aluguel,3,Empreendimento,D,12000,14.098848653667595,Não Inadimplente,0.18,S,4,5417,26-35 anos
25,84996,Financiada,3,Empreendimento,A,3000,9.83738138593829,Não Inadimplente,0.04,N,2,7083,Até 25 anos
22,65000,Aluguel,5,Consolidação de Dividas,C,12000,14.098848653667595,Não Inadimplente,0.18,S,3,5417,Até 25 anos
22,65000,Aluguel,1,Educação,A,12000,8.94,Não Inadimplente,0.18,N,4,5417,Até 25 anos
22,84996,Outros,3,Consolidação de Dividas,B,15000,11.48,Não Inadimplente,0.18,N,2,7083,Até 25 anos
23,84996,Financiada,7,Saúde,B,10000,10.95,Não Inadimplente,0.12,N,4,7083,Até 25 anos
22,59000,Aluguel,2,Consolidação de Dividas,F,12000,17.58,Inadimplente,0.2,N,4,4917,Até 25 anos
23,84996,Financiada,5,Saúde,B,5000,10.95,Não Inadimplente,0.06,N,3,7083,Até 25 anos
21,65000,Aluguel,6,Pessoal,D,12000,14.3,Não Inadimplente,0.18,N,3,5417,Até 25 anos
26,59000,Aluguel,1,Reforma,D,12000,12.118277554663097,Inadimplente,0.2,N,4,4917,26-35 anos
22,65400,Aluguel,1,Educação,C,12000,13.06,Não Inadimplente,0.18,N,2,5450,Até 25 anos
23,66000,Aluguel,7,Educação,C,12000,14.65,Não Inadimplente,0.18,S,2,5500,Até 25 anos
23,66000,Aluguel,2,Empreendimento,A,12000,9.83738138593829,Não Inadimplente,0.18,N,4,5500,Até 25 anos
24,62050,Financiada,1,Saúde,C,5600,14.65,Inadimplente,0.08,N,4,5171,Até 25 anos
26,66000,Aluguel,3,Saúde,B,12000,11.83,Não Inadimplente,0.18,N,2,5500,26-35 anos
25,67200,Aluguel,3,Reforma,C,12000,13.49,Não Inadimplente,0.18,S,4,5600,Até 25 anos
26,68400,Aluguel,10,Empreendimento,A,12000,7.29,Não Inadimplente,0.18,N,4,5700,26-35 anos
25,85000,Financiada,7,Educação,C,12000,14.65,Não Inadimplente,0.14,S,4,7083,Até 25 anos
22,68496,Aluguel,4,Pessoal,D,12000,15.31,Não Inadimplente,0.18,S,3,5708,Até 25 anos
25,62500,Aluguel,2,Empreendimento,D,12000,16.77,Inadimplente,0.19,N,2,5208,Até 25 anos
21,69000,Aluguel,5,Consolidação de Dividas,A,12000,7.88,Não Inadimplente,0.17,N,4,5750,Até 25 anos
24,85000,Financiada,8,Empreendimento,A,15000,7.9,Não Inadimplente,0.18,N,2,7083,Até 25 anos
22,85000,Financiada,0,Educação,C,20000,13.49,Não Inadimplente,0.24,S,2,7083,Até 25 anos
24,69500,Aluguel,8,Pessoal,B,12000,10.65,Não Inadimplente,0.17,N,2,5792,Até 25 anos
26,85000,Financiada,10,Saúde,A,24000,8.9,Não Inadimplente,0.28,N,3,7083,26-35 anos
24,85000,Financiada,2,Consolidação de Dividas,B,7000,12.69,Não Inadimplente,0.08,N,3,7083,Até 25 anos
24,85000,Própria,8,Empreendimento,A,10000,6.62,Não Inadimplente,0.12,N,4,7083,Até 25 anos
22,69600,Aluguel,6,Pessoal,A,12000,7.29,Não Inadimplente,0.17,N,4,5800,Até 25 anos
23,85000,Própria,7,Pessoal,D,14000,16.29,Não Inadimplente,0.16,S,4,7083,Até 25 anos
21,37500,Própria,5,Empreendimento,B,6000,11.49,Não Inadimplente,0.16,N,3,3125,Até 25 anos
24,70000,Aluguel,8,Pessoal,B,12000,10.65,Não Inadimplente,0.17,N,3,5833,Até 25 anos
25,70000,Aluguel,9,Empreendimento,A,12000,8.9,Não Inadimplente,0.17,N,2,5833,Até 25 anos
23,70000,Aluguel,3,Empreendimento,A,12000,7.9,Não Inadimplente,0.17,N,2,5833,Até 25 anos
22,85000,Financiada,4,Empreendimento,A,15000,6.03,Não Inadimplente,0.18,N,2,7083,Até 25 anos
23,85000,Financiada,0,Educação,C,11000,14.27,Não Inadimplente,0.13,N,4,7083,Até 25 anos
25,70000,Aluguel,0,Educação,B,12000,11.99,Não Inadimplente,0.17,N,2,5833,Até 25 anos
24,85000,Financiada,4,Saúde,C,10000,9.83738138593829,Não Inadimplente,0.12,N,4,7083,Até 25 anos
26,70000,Aluguel,0,Educação,A,12000,5.99,Não Inadimplente,0.17,N,4,5833,26-35 anos
23,85000,Financiada,4,Educação,A,3000,6.03,Não Inadimplente,0.04,N,3,7083,Até 25 anos
26,70000,Aluguel,6,Reforma,A,12000,6.99,Não Inadimplente,0.17,N,3,5833,26-35 anos
21,70000,Aluguel,3,Pessoal,A,12000,6.99,Não Inadimplente,0.17,N,3,5833,Até 25 anos
22,70000,Aluguel,3,Educação,A,12000,7.29,Não Inadimplente,0.17,N,4,5833,Até 25 anos
25,70000,Aluguel,4,Saúde,B,12000,10.37,Não Inadimplente,0.17,N,3,5833,Até 25 anos
26,85000,Financiada,1,Pessoal,A,7200,8.9,Não Inadimplente,0.08,N,4,7083,26-35 anos
22,73000,Financiada,6,Reforma,C,6000,13.49,Inadimplente,0.08,S,2,6083,Até 25 anos
24,85000,Financiada,8,Saúde,B,25600,12.69,Não Inadimplente,0.3,N,4,7083,Até 25 anos
23,85000,Financiada,7,Educação,A,14000,6.03,Não Inadimplente,0.16,N,4,7083,Até 25 anos
25,70000,Aluguel,6,Empreendimento,B,12000,12.18,Não Inadimplente,0.17,N,3,5833,Até 25 anos
22,64000,Aluguel,7,Educação,C,12000,12.87,Inadimplente,0.19,S,2,5333,Até 25 anos
23,70000,Aluguel,4,Saúde,A,12000,9.83738138593829,Não Inadimplente,0.17,N,2,5833,Até 25 anos
26,85000,Financiada,0,Pessoal,C,12000,14.27,Não Inadimplente,0.14,N,4,7083,26-35 anos
25,85000,Financiada,7,Pessoal,C,5500,13.49,Não Inadimplente,0.06,N,3,7083,Até 25 anos
24,85000,Financiada,8,Pessoal,A,35000,9.83738138593829,Não Inadimplente,0.41,N,2,7083,Até 25 anos
22,85000,Financiada,6,Pessoal,A,12500,9.83738138593829,Não Inadimplente,0.15,N,2,7083,Até 25 anos
26,85000,Financiada,10,Pessoal,A,12000,6.62,Não Inadimplente,0.14,N,3,7083,26-35 anos
24,70000,Aluguel,1,Empreendimento,B,12000,11.58,Não Inadimplente,0.17,N,3,5833,Até 25 anos
25,70000,Aluguel,9,Educação,D,12000,13.55,Não Inadimplente,0.17,S,3,5833,Até 25 anos
22,55082,Aluguel,6,Saúde,F,12000,15.190242179616549,Inadimplente,0.19,S,3,4590,Até 25 anos
23,85000,Financiada,0,Educação,A,24000,7.49,Não Inadimplente,0.28,N,4,7083,Até 25 anos
24,71151,Aluguel,6,Empreendimento,A,12000,6.62,Não Inadimplente,0.17,N,4,5929,Até 25 anos
24,85000,Financiada,8,Empreendimento,C,10000,12.99,Não Inadimplente,0.12,S,4,7083,Até 25 anos
26,85000,Financiada,10,Consolidação de Dividas,C,4650,13.49,Não Inadimplente,0.05,S,3,7083,26-35 anos
24,85000,Financiada,2,Pessoal,C,7500,13.99,Não Inadimplente,0.09,S,2,7083,Até 25 anos
21,37200,Própria,5,Empreendimento,A,7000,8.49,Não Inadimplente,0.19,N,4,3100,Até 25 anos
24,72000,Aluguel,8,Reforma,C,12000,13.99,Não Inadimplente,0.17,S,4,6000,Até 25 anos
22,72000,Aluguel,6,Saúde,C,12000,12.99,Não Inadimplente,0.17,S,3,6000,Até 25 anos
24,85000,Financiada,7,Empreendimento,A,12000,5.99,Não Inadimplente,0.14,N,2,7083,Até 25 anos
26,85000,Financiada,0,Saúde,A,11600,5.42,Não Inadimplente,0.14,N,4,7083,26-35 anos
23,85000,Financiada,6,Educação,B,10000,10.99,Não Inadimplente,0.12,N,2,7083,Até 25 anos
22,85000,Financiada,3,Pessoal,A,10000,5.99,Não Inadimplente,0.12,N,2,7083,Até 25 anos
23,85000,Financiada,1,Empreendimento,C,21400,13.49,Não Inadimplente,0.25,S,4,7083,Até 25 anos
22,72000,Aluguel,6,Saúde,B,12000,10.99,Não Inadimplente,0.17,N,4,6000,Até 25 anos
25,31200,Própria,4,Reforma,E,4000,17.19,Inadimplente,0.13,S,4,2600,Até 25 anos
25,66000,Aluguel,9,Pessoal,D,12000,16.89,Inadimplente,0.18,N,2,5500,Até 25 anos
25,85000,Financiada,0,Educação,A,2800,7.49,Não Inadimplente,0.03,N,3,7083,Até 25 anos
24,85000,Própria,2,Educação,B,27500,11.99,Não Inadimplente,0.32,N,2,7083,Até 25 anos
22,85000,Financiada,6,Empreendimento,C,10000,13.99,Não Inadimplente,0.12,S,4,7083,Até 25 anos
23,72000,Aluguel,7,Empreendimento,B,12000,9.99,Não Inadimplente,0.17,N,3,6000,Até 25 anos
26,85000,Financiada,10,Reforma,B,11000,11.99,Não Inadimplente,0.13,N,4,7083,26-35 anos
22,85000,Própria,4,Educação,B,4300,9.83738138593829,Não Inadimplente,0.05,N,4,7083,Até 25 anos
24,72000,Aluguel,8,Saúde,A,12000,7.88,Não Inadimplente,0.17,N,4,6000,Até 25 anos
25,85000,Financiada,9,Consolidação de Dividas,B,24000,10.99,Não Inadimplente,0.28,N,4,7083,Até 25 anos
26,85000,Financiada,10,Educação,A,4650,8.49,Não Inadimplente,0.05,N,2,7083,26-35 anos
22,85000,Financiada,0,Educação,B,12000,11.99,Não Inadimplente,0.14,N,3,7083,Até 25 anos
21,72100,Aluguel,6,Pessoal,A,12000,5.79,Não Inadimplente,0.17,N,2,6008,Até 25 anos
25,85000,Financiada,10,Empreendimento,B,16000,10.99,Não Inadimplente,0.19,N,2,7083,Até 25 anos
23,72324,Aluguel,7,Empreendimento,B,12000,10.99,Não Inadimplente,0.17,N,3,6027,Até 25 anos
25,85000,Financiada,6,Consolidação de Dividas,C,1500,13.06,Não Inadimplente,0.02,N,2,7083,Até 25 anos
24,85000,Financiada,0,Pessoal,B,10000,10.0,Não Inadimplente,0.12,N,4,7083,Até 25 anos
23,85000,Financiada,3,Educação,A,7200,6.92,Não Inadimplente,0.08,N,4,7083,Até 25 anos
25,73000,Aluguel,1,Educação,A,12000,7.49,Não Inadimplente,0.16,N,3,6083,Até 25 anos
24,85000,Própria,4,Reforma,D,6250,14.91,Não Inadimplente,0.07,N,2,7083,Até 25 anos
25,57424,Aluguel,2,Saúde,D,12000,15.31,Inadimplente,0.18,N,4,4785,Até 25 anos
26,85000,Financiada,0,Empreendimento,B,20000,10.37,Não Inadimplente,0.24,N,2,7083,26-35 anos
25,74000,Aluguel,2,Empreendimento,A,12000,7.88,Não Inadimplente,0.16,N,3,6167,Até 25 anos
23,85000,Financiada,7,Educação,A,4000,5.79,Não Inadimplente,0.05,N,3,7083,Até 25 anos
24,85000,Financiada,8,Pessoal,A,10400,5.79,Não Inadimplente,0.12,N,4,7083,Até 25 anos
24,40000,Aluguel,7,Pessoal,C,3000,14.098848653667595,Não Inadimplente,0.07,S,4,3333,Até 25 anos
22,85000,Financiada,6,Educação,A,10000,9.83738138593829,Não Inadimplente,0.12,N,2,7083,Até 25 anos
25,85000,Financiada,9,Consolidação de Dividas,A,7350,5.79,Não Inadimplente,0.09,N,4,7083,Até 25 anos
24,85000,Financiada,2,Pessoal,B,9600,10.37,Não Inadimplente,0.11,N,4,7083,Até 25 anos
23,85000,Financiada,4,Educação,B,24000,10.74,Não Inadimplente,0.28,N,2,7083,Até 25 anos
26,41000,Aluguel,8,Consolidação de Dividas,B,3000,12.42,Não Inadimplente,0.07,N,3,3417,26-35 anos
25,41000,Aluguel,3,Empreendimento,B,3000,9.83738138593829,Não Inadimplente,0.07,N,3,3417,Até 25 anos
26,85000,Financiada,10,Empreendimento,C,2200,13.43,Não Inadimplente,0.03,N,3,7083,26-35 anos
23,85000,Financiada,3,Educação,B,15000,10.0,Não Inadimplente,0.18,N,2,7083,Até 25 anos
26,73000,Financiada,3,Reforma,C,14400,13.8,Inadimplente,0.2,S,3,6083,26-35 anos
23,85000,Financiada,2,Educação,A,5000,5.42,Não Inadimplente,0.06,N,2,7083,Até 25 anos
23,41000,Aluguel,2,Consolidação de Dividas,C,3000,11.03,Não Inadimplente,0.07,S,4,3417,Até 25 anos
24,85000,Financiada,8,Educação,B,20000,11.11,Não Inadimplente,0.24,N,4,7083,Até 25 anos
22,85000,Financiada,4,Empreendimento,A,7000,6.91,Não Inadimplente,0.08,N,3,7083,Até 25 anos
26,73000,Financiada,3,Consolidação de Dividas,D,10000,14.09,Inadimplente,0.14,N,3,6083,26-35 anos
26,85000,Financiada,0,Consolidação de Dividas,B,8000,9.83738138593829,Não Inadimplente,0.09,N,3,7083,26-35 anos
22,85000,Financiada,0,Empreendimento,A,12800,6.54,Não Inadimplente,0.15,N,3,7083,Até 25 anos
26,41004,Aluguel,2,Saúde,B,3000,11.14,Não Inadimplente,0.07,N,2,3417,26-35 anos
22,42000,Aluguel,6,Consolidação de Dividas,B,3000,12.69,Não Inadimplente,0.07,N,2,3500,Até 25 anos
24,73000,Financiada,9,Educação,E,25000,16.32,Inadimplente,0.34,N,2,6083,Até 25 anos
23,85000,Financiada,7,Empreendimento,B,25000,10.36,Não Inadimplente,0.29,N,4,7083,Até 25 anos
23,42000,Aluguel,2,Saúde,A,3000,6.62,Não Inadimplente,0.07,N,3,3500,Até 25 anos
25,85000,Financiada,6,Reforma,A,4000,6.54,Não Inadimplente,0.05,N,3,7083,Até 25 anos
24,85000,Financiada,4,Educação,B,1000,9.99,Não Inadimplente,0.01,N,4,7083,Até 25 anos
25,85000,Financiada,0,Educação,A,14000,5.79,Não Inadimplente,0.16,N,2,7083,Até 25 anos
24,85000,Financiada,8,Saúde,B,25000,10.36,Não Inadimplente,0.29,N,3,7083,Até 25 anos
22,36000,Aluguel,6,Saúde,B,3000,11.49,Inadimplente,0.08,N,4,3000,Até 25 anos
23,85000,Financiada,1,Empreendimento,B,10000,10.36,Não Inadimplente,0.12,N,4,7083,Até 25 anos
21,37000,Própria,0,Empreendimento,C,9250,12.23,Não Inadimplente,0.25,N,4,3083,Até 25 anos
23,85000,Financiada,0,Educação,B,7000,9.25,Não Inadimplente,0.08,N,4,7083,Até 25 anos
26,85000,Financiada,3,Consolidação de Dividas,B,4000,9.25,Não Inadimplente,0.05,N,2,7083,26-35 anos
22,85000,Financiada,4,Empreendimento,A,12000,6.91,Não Inadimplente,0.14,N,3,7083,Até 25 anos
22,85000,Financiada,6,Educação,C,5000,12.61,Não Inadimplente,0.06,N,2,7083,Até 25 anos
22,42000,Aluguel,6,Pessoal,B,3000,11.49,Não Inadimplente,0.07,N,2,3500,Até 25 anos
22,36000,Aluguel,1,Reforma,B,3000,10.37,Inadimplente,0.08,N,3,3000,Até 25 anos
24,85000,Própria,8,Empreendimento,A,22000,6.54,Não Inadimplente,0.26,N,4,7083,Até 25 anos
23,37000,Própria,6,Saúde,A,1125,5.79,Não Inadimplente,0.03,N,3,3083,Até 25 anos
25,85000,Financiada,4,Reforma,A,5000,6.17,Não Inadimplente,0.06,N,2,7083,Até 25 anos
23,85000,Própria,4,Educação,C,9600,13.61,Não Inadimplente,0.11,N,3,7083,Até 25 anos
21,37000,Própria,3,Educação,C,7200,13.61,Não Inadimplente,0.19,N,4,3083,Até 25 anos
23,36000,Aluguel,0,Pessoal,C,3000,12.118277554663097,Inadimplente,0.08,N,4,3000,Até 25 anos
25,62050,Financiada,4,Saúde,D,5400,15.21,Inadimplente,0.07,S,3,5171,Até 25 anos
24,85000,Financiada,1,Consolidação de Dividas,A,12000,7.88,Não Inadimplente,0.14,N,3,7083,Até 25 anos
22,85000,Financiada,2,Empreendimento,A,6000,7.88,Não Inadimplente,0.07,N,2,7083,Até 25 anos
23,85000,Financiada,6,Pessoal,B,25000,10.75,Não Inadimplente,0.29,N,4,7083,Até 25 anos
24,85000,Financiada,2,Pessoal,A,8000,9.83738138593829,Não Inadimplente,0.09,N,4,7083,Até 25 anos
25,37000,Própria,6,Saúde,B,9000,10.25,Não Inadimplente,0.24,N,3,3083,Até 25 anos
24,85000,Financiada,4,Saúde,B,2500,10.38,Não Inadimplente,0.03,N,4,7083,Até 25 anos
23,85000,Financiada,8,Consolidação de Dividas,C,5000,14.35,Não Inadimplente,0.06,S,2,7083,Até 25 anos
25,85000,Financiada,7,Pessoal,A,2000,9.83738138593829,Não Inadimplente,0.02,N,2,7083,Até 25 anos
23,42000,Aluguel,5,Educação,E,3000,17.93,Não Inadimplente,0.07,S,2,3500,Até 25 anos
24,42000,Aluguel,0,Saúde,C,3000,12.73,Não Inadimplente,0.07,N,4,3500,Até 25 anos
